Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Dosha
Medium (मध्यम),Moderate (मध्यम),Tall (लंबा),"Broad, large (बड़ी, चौड़ी)",Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Sweet (मीठा),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",High (अधिक),"Focused, ambitious (केंद्रित, महत्वाकांक्षी)",Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Dark/dull (गहरी/फीकी),"Warm, freckles (गर्म, झाईयाँ)","Dry, rough (सूखी, खुरदरी)","Black, dry (काले, सूखे)","Thin/dry look (दुबला, सूखा)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Wrinkled/dry (झुर्रियों वाले, सूखे)",Crooked/irregular (टेढ़ी-मेढ़ी),"Big teeth, thick lips (बड़े दांत, मोटे होंठ)","Dry, brittle (सूखे, टूटने वाले)",Irregular (अनियमित),Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Focused, ambitious (केंद्रित, महत्वाकांक्षी)",Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Rounded, fleshy (गोल, मांसल)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Spicy/Pungent (तीखा/कटु),"Deep, long (गहरी, लंबी)","Intense, short-lived (तेज़, पर थोड़ी देर)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Kapha-Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Medium (मध्यम),"Light, small joints (हल्की, छोटे जोड़)",Dark/dull (गहरी/फीकी),"Dryness, pigmentation (शुष्क, धब्बेदार)","Dry, rough (सूखी, खुरदरी)","Brown, thick (भूरे, घने)","Thin/dry look (दुबला, सूखा)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Excessive (अधिक),"Wrinkled/dry (झुर्रियों वाले, सूखे)",Crooked/irregular (टेढ़ी-मेढ़ी),"Irregular teeth, thin lips (अनियमित दांत, पतले होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)",Irregular (अनियमित),Spicy/Pungent (तीखा/कटु),"Light, disturbed (हल्की, टूटने वाली)",Variable (बदलती रहती है),Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",Low/variable (कम/बदलती हुई),"Calm, patient (शांत, धैर्यवान)",Vata
Medium (मध्यम),Moderate (मध्यम),Tall (लंबा),Medium (मध्यम),"Pale, white, glowing (सफेद, चमकीला)","Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Salty/Bitter (नमकीन/कड़वा),Moderate (मध्यम),Variable (बदलती रहती है),"Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Kapha-Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Warm, acne-prone (गर्म, दाने वाली)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Dry, brittle (सूखे, टूटने वाले)","Strong, frequent (तेज़, बार-बार)",Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),"Steady, long-lasting (स्थिर, लंबे समय तक)","Excessive, with odor (अत्यधिक, गंधयुक्त)","Loose, frequent (पतला, बार-बार)",Moderate (मध्यम),"Focused, ambitious (केंद्रित, महत्वाकांक्षी)",Pitta
Medium (मध्यम),Moderate (मध्यम),Tall (लंबा),Medium (मध्यम),Dark/dull (गहरी/फीकी),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Rounded, fleshy (गोल, मांसल)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Sweet (मीठा),"Deep, long (गहरी, लंबी)",Variable (बदलती रहती है),"Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Kapha-Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Big teeth, thick lips (बड़े दांत, मोटे होंठ)","Dry, brittle (सूखे, टूटने वाले)",Irregular (अनियमित),Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),Variable (बदलती रहती है),"Excessive, with odor (अत्यधिक, गंधयुक्त)","Regular, well-formed (नियमित, सामान्य मल)",Low/variable (कम/बदलती हुई),"Anxious, restless (चिंतित, चंचल)",Pitta-Vata
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Warm, freckles (गर्म, झाईयाँ)","Warm, acne-prone (गर्म, दाने वाली)","Brown, thick (भूरे, घने)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),Variable (बदलती रहती है),Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Pitta
Medium (मध्यम),Moderate (मध्यम),Short (छोटी),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Dryness, pigmentation (शुष्क, धब्बेदार)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Irregular teeth, thin lips (अनियमित दांत, पतले होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Salty/Bitter (नमकीन/कड़वा),"Light, disturbed (हल्की, टूटने वाली)",Variable (बदलती रहती है),Minimal (बहुत कम),"Irregular, hard stools (अनियमित, कठोर मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Excessive (अधिक),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Spicy/Pungent (तीखा/कटु),"Deep, long (गहरी, लंबी)","Intense, short-lived (तेज़, पर थोड़ी देर)",Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Medium (मध्यम),"Broad, large (बड़ी, चौड़ी)",Fair/reddish (गोरा/लालिमा युक्त),"Warm, freckles (गर्म, झाईयाँ)","Warm, acne-prone (गर्म, दाने वाली)","Brown, thick (भूरे, घने)",Sharp features (तेज़ नाक-नक्श),"Small, active (छोटी, चंचल)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Thick, oily (मोटे, चिकने)","Slow, steady (धीमी, स्थिर)",Sweet (मीठा),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)","Excessive, with odor (अत्यधिक, गंधयुक्त)","Loose, frequent (पतला, बार-बार)",Low/variable (कम/बदलती हुई),"Focused, ambitious (केंद्रित, महत्वाकांक्षी)",Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),"Broad, large (बड़ी, चौड़ी)",Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Warm, acne-prone (गर्म, दाने वाली)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),"Steady, long-lasting (स्थिर, लंबे समय तक)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Low/variable (कम/बदलती हुई),"Focused, ambitious (केंद्रित, महत्वाकांक्षी)",Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)","Thin/dry look (दुबला, सूखा)","Medium, sharp (मध्यम, तीक्ष्ण)",Scanty (कम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Irregular teeth, thin lips (अनियमित दांत, पतले होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),"Steady, long-lasting (स्थिर, लंबे समय तक)",Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Kapha-Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Rounded, fleshy (गोल, मांसल)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Spicy/Pungent (तीखा/कटु),"Light, disturbed (हल्की, टूटने वाली)","Steady, long-lasting (स्थिर, लंबे समय तक)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Kapha-Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Short (छोटी),"Light, small joints (हल्की, छोटे जोड़)",Dark/dull (गहरी/फीकी),"Dryness, pigmentation (शुष्क, धब्बेदार)","Dry, rough (सूखी, खुरदरी)","Brown, thick (भूरे, घने)","Thin/dry look (दुबला, सूखा)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Wrinkled/dry (झुर्रियों वाले, सूखे)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Dry, brittle (सूखे, टूटने वाले)","Strong, frequent (तेज़, बार-बार)",Salty/Bitter (नमकीन/कड़वा),Moderate (मध्यम),"Steady, long-lasting (स्थिर, लंबे समय तक)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Kapha-Vata
Medium (मध्यम),Moderate (मध्यम),Tall (लंबा),Medium (मध्यम),Dark/dull (गहरी/फीकी),"Warm, freckles (गर्म, झाईयाँ)","Dry, rough (सूखी, खुरदरी)","Brown, thick (भूरे, घने)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Wrinkled/dry (झुर्रियों वाले, सूखे)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Sweet (मीठा),"Deep, long (गहरी, लंबी)","Steady, long-lasting (स्थिर, लंबे समय तक)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",High (अधिक),"Anxious, restless (चिंतित, चंचल)",Pitta
Medium (मध्यम),Moderate (मध्यम),Short (छोटी),"Light, small joints (हल्की, छोटे जोड़)",Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Rounded, fleshy (गोल, मांसल)",Sharp/pointed (नुकीली),"Irregular teeth, thin lips (अनियमित दांत, पतले होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Salty/Bitter (नमकीन/कड़वा),Moderate (मध्यम),"Steady, long-lasting (स्थिर, लंबे समय तक)",Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Kapha-Pitta
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Rare (कम),"Rounded, fleshy (गोल, मांसल)","Rounded/big (गोल, बड़ी)","Irregular teeth, thin lips (अनियमित दांत, पतले होंठ)","Dry, brittle (सूखे, टूटने वाले)","Slow, steady (धीमी, स्थिर)",Salty/Bitter (नमकीन/कड़वा),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)",Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",High (अधिक),"Anxious, restless (चिंतित, चंचल)",Kapha-Pitta
Medium (मध्यम),Moderate (मध्यम),Short (छोटी),"Light, small joints (हल्की, छोटे जोड़)",Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Brown, thick (भूरे, घने)",Sharp features (तेज़ नाक-नक्श),"Small, active (छोटी, चंचल)",Moderate (मध्यम),Rare (कम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Sweet (मीठा),"Light, disturbed (हल्की, टूटने वाली)","Steady, long-lasting (स्थिर, लंबे समय तक)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",High (अधिक),"Anxious, restless (चिंतित, चंचल)",Kapha-Pitta
Slim (दुबला-पतला),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),"Pale, white, glowing (सफेद, चमकीला)","Dryness, pigmentation (शुष्क, धब्बेदार)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)","Thin/dry look (दुबला, सूखा)","Small, active (छोटी, चंचल)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Slow, steady (धीमी, स्थिर)",Salty/Bitter (नमकीन/कड़वा),"Deep, long (गहरी, लंबी)",Variable (बदलती रहती है),Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",High (अधिक),"Calm, patient (शांत, धैर्यवान)",Pitta-Vata
Medium (मध्यम),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Dark/dull (गहरी/फीकी),"Warm, freckles (गर्म, झाईयाँ)","Dry, rough (सूखी, खुरदरी)","Red/light, thin (लाल/हल्के, पतले)","Plump/oily look (गोल-मटोल, तैलीय)","Small, active (छोटी, चंचल)",Moderate (मध्यम),Moderate (मध्यम),"Wrinkled/dry (झुर्रियों वाले, सूखे)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Dry, brittle (सूखे, टूटने वाले)","Slow, steady (धीमी, स्थिर)",Salty/Bitter (नमकीन/कड़वा),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)","Excessive, with odor (अत्यधिक, गंधयुक्त)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Pitta
Medium (मध्यम),Moderate (मध्यम),Short (छोटी),Medium (मध्यम),Dark/dull (गहरी/फीकी),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Red/light, thin (लाल/हल्के, पतले)","Plump/oily look (गोल-मटोल, तैलीय)","Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Excessive (अधिक),"Wrinkled/dry (झुर्रियों वाले, सूखे)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Salty/Bitter (नमकीन/कड़वा),"Light, disturbed (हल्की, टूटने वाली)","Intense, short-lived (तेज़, पर थोड़ी देर)","Excessive, with odor (अत्यधिक, गंधयुक्त)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Pitta
Medium (मध्यम),Moderate (मध्यम),Tall (लंबा),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Dryness, pigmentation (शुष्क, धब्बेदार)","Dry, rough (सूखी, खुरदरी)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)","Thick, fused (घनी, जुड़ी हुई)",Rare (कम),"Wrinkled/dry (झुर्रियों वाले, सूखे)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Salty/Bitter (नमकीन/कड़वा),"Light, disturbed (हल्की, टूटने वाली)",Variable (बदलती रहती है),"Excessive, with odor (अत्यधिक, गंधयुक्त)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Pitta
Slim (दुबला-पतला),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Smooth, oily (मुलायम, तैलीय)","Black, dry (काले, सूखे)","Thin/dry look (दुबला, सूखा)","Large, round (बड़ी, गोल)","Thick, fused (घनी, जुड़ी हुई)",Rare (कम),"Wrinkled/dry (झुर्रियों वाले, सूखे)",Crooked/irregular (टेढ़ी-मेढ़ी),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Dry, brittle (सूखे, टूटने वाले)","Slow, steady (धीमी, स्थिर)",Sweet (मीठा),"Deep, long (गहरी, लंबी)","Intense, short-lived (तेज़, पर थोड़ी देर)","Excessive, with odor (अत्यधिक, गंधयुक्त)","Loose, frequent (पतला, बार-बार)",High (अधिक),"Focused, ambitious (केंद्रित, महत्वाकांक्षी)",Kapha-Pitta
Slim (दुबला-पतला),Moderate (मध्यम),Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Warm, acne-prone (गर्म, दाने वाली)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Sweet (मीठा),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)",Minimal (बहुत कम),"Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Smooth, oily (चिकनी, तैलीय)","Warm, acne-prone (गर्म, दाने वाली)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Medium, sharp (मध्यम, तीक्ष्ण)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)","Strong, frequent (तेज़, बार-बार)",Spicy/Pungent (तीखा/कटु),"Light, disturbed (हल्की, टूटने वाली)","Intense, short-lived (तेज़, पर थोड़ी देर)","Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Anxious, restless (चिंतित, चंचल)",Pitta
Slim (दुबला-पतला),"Low, difficult to gain (कम, बढ़ाना मुश्किल)",Tall (लंबा),"Light, small joints (हल्की, छोटे जोड़)",Fair/reddish (गोरा/लालिमा युक्त),"Dryness, pigmentation (शुष्क, धब्बेदार)","Warm, acne-prone (गर्म, दाने वाली)","Brown, thick (भूरे, घने)","Plump/oily look (गोल-मटोल, तैलीय)","Small, active (छोटी, चंचल)",Moderate (मध्यम),Moderate (मध्यम),"Red, sharp (लालिमा युक्त, तेज़)","Rounded/big (गोल, बड़ी)","Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)",Irregular (अनियमित),Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),Variable (बदलती रहती है),"Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",Moderate (मध्यम),"Calm, patient (शांत, धैर्यवान)",Pitta-Vata
Medium (मध्यम),Moderate (मध्यम),Tall (लंबा),"Broad, large (बड़ी, चौड़ी)",Fair/reddish (गोरा/लालिमा युक्त),"Warm, freckles (गर्म, झाईयाँ)","Warm, acne-prone (गर्म, दाने वाली)","Black, dry (काले, सूखे)",Sharp features (तेज़ नाक-नक्श),"Large, round (बड़ी, गोल)",Moderate (मध्यम),Moderate (मध्यम),"Wrinkled/dry (झुर्रियों वाले, सूखे)",Sharp/pointed (नुकीली),"Irregular teeth, thin lips (अनियमित दांत, पतले होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)",Irregular (अनियमित),Sweet (मीठा),Moderate (मध्यम),Variable (बदलती रहती है),"Moderate, odorless (मध्यम, बिना गंध)","Regular, well-formed (नियमित, सामान्य मल)",High (अधिक),"Anxious, restless (चिंतित, चंचल)",Pitta
Medium (मध्यम),"Heavy, difficult to lose (भारी, कम करना मुश्किल)",Medium (मध्यम),Medium (मध्यम),Fair/reddish (गोरा/लालिमा युक्त),"Dryness, pigmentation (शुष्क, धब्बेदार)","Warm, acne-prone (गर्म, दाने वाली)","Red/light, thin (लाल/हल्के, पतले)","Plump/oily look (गोल-मटोल, तैलीय)","Large, round (बड़ी, गोल)","Thick, fused (घनी, जुड़ी हुई)",Moderate (मध्यम),"Rounded, fleshy (गोल, मांसल)",Sharp/pointed (नुकीली),"Medium teeth, sharp lips (मध्यम दांत, तीक्ष्ण होंठ)","Sharp, reddish (लालिमा, तीक्ष्ण)",Irregular (अनियमित),Spicy/Pungent (तीखा/कटु),Moderate (मध्यम),"Intense, short-lived (तेज़, पर थोड़ी देर)","Excessive, with odor (अत्यधिक, गंधयुक्त)","Regular, well-formed (नियमित, सामान्य मल)",Low/variable (कम/बदलती हुई),"Anxious, restless (चिंतित, चंचल)",Pitta
